OID,Name,NCI Codelist Code,Data Type,Order,Term,NCI Term Code,Decoded Value,Comment,IsNonStandard,StandardOID,Term Date Published,Term Status,Term Ext Code ID,Term Submission Value,Term Synonym,Term Definition,Term Preferred Term,CL Extensible,CL Date Published,CL Status,CL Ext Code ID,CL Submission Value,CL Synonym,CL Definition,CL Preferred Term
CL_AESEV_GSKC66769VD1,Severity/Intensity Scale for Adverse Events,C66769,text,1,MILD,,,,,STD.CT.SDTM.20240329,2024-09-29,Draft,C41338,MILD,1; Grade 1,"A type of adverse event that is usually transient and may require only minimal
                            treatment or therapeutic intervention. The event does not generally interfere with usual
                            activities of daily living.
                        ",Mild Adverse Event,No,2025-04-02,Draft,C66769,Severity/Intensity Scale for Adverse Events,Severity/Intensity Scale for Adverse Events,"A scale that defines the degree or state of disease existing in a patient as a
                        result of the occurrence of an adverse event. (NCI)
                    ",NULL
CL_AESEV_GSKC66769VD1,Severity/Intensity Scale for Adverse Events,C66769,text,2,MODERATE,,,,,STD.CT.SDTM.20240329,2024-09-29,Draft,C41339,MODERATE,2; Grade 2,"A type of adverse event that is usually alleviated with additional specific
                            therapeutic intervention. The event interferes with usual activities of daily living,
                            causing discomfort but poses no significant or permanent risk of harm to the research
                            participant.
                        ",Moderate Adverse Event,No,2025-04-02,Draft,C66769,Severity/Intensity Scale for Adverse Events,Severity/Intensity Scale for Adverse Events,"A scale that defines the degree or state of disease existing in a patient as a
                        result of the occurrence of an adverse event. (NCI)
                    ",NULL
CL_ACN_GSKC66767VD1,Action Taken with Study Treatment,C66767,text,5,DRUG INTERRUPTED,,,,,STD.CT.SDTM.20240329,2024-09-29,Draft,C49501,DRUG INTERRUPTED,,"An indication that a medication schedule was modified by temporarily terminating
                            a prescribed regimen of medication. (NCI)
                        ",Drug Interrupted,No,2025-04-02,Draft,C66767,Action Taken with Study Treatment,Action Taken with Study Treatment,"Terminology specifying changes to the study treatment as a result of an adverse
                        event.
                    ",NULL
CL_ACN_GSKC66767VD1,Action Taken with Study Treatment,C66767,text,3,DOSE RATE REDUCED,,,,,STD.CT.SDTM.20240329,2024-09-29,Draft,C150826,DOSE RATE REDUCED,,"An indication that the administration of a medication was modified by reducing
                            the rate at which the dose was given, without reducing the total dose administered.
                        ",Dose Rate Reduced,No,2025-04-02,Draft,C66767,Action Taken with Study Treatment,Action Taken with Study Treatment,"Terminology specifying changes to the study treatment as a result of an adverse
                        event.
                    ",NULL
CL_ACN_GSKC66767VD1,Action Taken with Study Treatment,C66767,text,2,DOSE NOT CHANGED,,,,,STD.CT.SDTM.20240329,2024-09-29,Draft,C49504,DOSE NOT CHANGED,,An indication that a medication schedule was maintained. (NCI),Dose Not Changed,No,2025-04-02,Draft,C66767,Action Taken with Study Treatment,Action Taken with Study Treatment,"Terminology specifying changes to the study treatment as a result of an adverse
                        event.
                    ",NULL
CL_ACN_GSKC66767VD1,Action Taken with Study Treatment,C66767,text,6,DRUG WITHDRAWN,,,,,STD.CT.SDTM.20240329,2024-09-29,Draft,C49502,DRUG WITHDRAWN,,"An indication that a medication schedule was modified through termination of a
                            prescribed regimen of medication. (NCI)
                        ",Drug Withdrawn,No,2025-04-02,Draft,C66767,Action Taken with Study Treatment,Action Taken with Study Treatment,"Terminology specifying changes to the study treatment as a result of an adverse
                        event.
                    ",NULL
CL_ACN_GSKC66767VD1,Action Taken with Study Treatment,C66767,text,1,DOSE INCREASED,,,,,STD.CT.SDTM.20240329,2024-09-29,Draft,C49503,DOSE INCREASED,,"An indication that a medication schedule was modified by addition; either by
                            changing the frequency, strength or amount. (NCI)
                        ",Dose Increased,No,2025-04-02,Draft,C66767,Action Taken with Study Treatment,Action Taken with Study Treatment,"Terminology specifying changes to the study treatment as a result of an adverse
                        event.
                    ",NULL
CL_ACN_GSKC66767VD1,Action Taken with Study Treatment,C66767,text,7,NOT APPLICABLE,,,,,STD.CT.SDTM.20240329,2024-09-29,Draft,C48660,NOT APPLICABLE,NA; Not Applicable,"Determination of a value is not relevant in the current context. (NCI)
                        ",Not Applicable,No,2025-04-02,Draft,C66767,Action Taken with Study Treatment,Action Taken with Study Treatment,"Terminology specifying changes to the study treatment as a result of an adverse
                        event.
                    ",NULL
CL_ACN_GSKC66767VD1,Action Taken with Study Treatment,C66767,text,4,DOSE REDUCED,,,,,STD.CT.SDTM.20240329,2024-09-29,Draft,C49505,DOSE REDUCED,,"An indication that a medication schedule was modified by subtraction, either by
                            changing the frequency, strength or amount. (NCI)
                        ",Dose Reduced,No,2025-04-02,Draft,C66767,Action Taken with Study Treatment,Action Taken with Study Treatment,"Terminology specifying changes to the study treatment as a result of an adverse
                        event.
                    ",NULL
CL_ACN_GSKC66767VD1,Action Taken with Study Treatment,C66767,text,8,UNKNOWN,,,,,STD.CT.SDTM.20240329,2024-09-29,Draft,C17998,UNKNOWN,U; UNK; Unknown,"Not known, not observed, not recorded, or refused. (NCI)",Unknown,No,2025-04-02,Draft,C66767,Action Taken with Study Treatment,Action Taken with Study Treatment,"Terminology specifying changes to the study treatment as a result of an adverse
                        event.
                    ",NULL
CL_ADAE_AETOXGRN_S4040024VD1,Standard Toxicity Grade (N),S4040024,text,,0,,,,,STD.CT.SDTM.20240329,2025-04-27,Draft,S30300308,0,,,,Yes,2025-04-27,Draft,S4040024,,,,
CL_ADAE_AEOUTN_S4040021VD1,Outcome of Adverse Event (N),S4040021,text,,1,,,,,STD.CT.SDTM.20240329,2025-04-27,Draft,S3030018,1,,,,Yes,2025-04-27,Draft,S4040021,,,,
CL_ADAE_AEOUTN_S4040021VD1,Outcome of Adverse Event (N),S4040021,text,,2,,,,,STD.CT.SDTM.20240329,2025-04-27,Draft,S3030019,2,,,,Yes,2025-04-27,Draft,S4040021,,,,
CL_ADAE_AEOUTN_S4040021VD1,Outcome of Adverse Event (N),S4040021,text,,3,,,,,STD.CT.SDTM.20240329,2025-04-27,Draft,S3030020,3,,,,Yes,2025-04-27,Draft,S4040021,,,,
CL_ADAE_AEOUTN_S4040021VD1,Outcome of Adverse Event (N),S4040021,text,,4,,,,,STD.CT.SDTM.20240329,2025-04-27,Draft,S3030021,4,,,,Yes,2025-04-27,Draft,S4040021,,,,
CL_ADAE_AEOUTN_S4040021VD1,Outcome of Adverse Event (N),S4040021,text,,5,,,,,STD.CT.SDTM.20240329,2025-04-27,Draft,S3030022,5,,,,Yes,2025-04-27,Draft,S4040021,,,,
CL_ADAE_AEOUTN_S4040021VD1,Outcome of Adverse Event (N),S4040021,text,,6,,,,,STD.CT.SDTM.20240329,2025-04-27,Draft,S3030023,6,,,,Yes,2025-04-27,Draft,S4040021,,,,
